entry,core_list_neg,core_list_pos,integrated_list_neg,integrated_list_pos,in_karta_slov,in_rusentilex,in_kfu,in_polsentilex,karta_slov_polarity,karta_slov_valence,"rusentilex_polarity
(""depends"" means this word has different valences in original RuSentiLex)",rusentilex_objectivity,score_kfu,average_rate_polsentilex,intensity_norm_polsentilex,polarity_polsentilex,is_generated_adverb_from_adjective,valence_consensus_between_4_lists
безъядерный,,,,,1,0,0,0,neutral,-0.1,,,,,,,0,unique
дармоед,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
дармоедничать,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
безызвестный,,,,,1,0,0,0,neutral,-0.32,,,,,,,0,unique
безыменный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
безымянность,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
безымянный,,,,,1,0,1,0,neutral,0,,,0.508,,,,0,agree
двоечница,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
безынициативный,,,1,,1,0,0,1,negative,-0.69,,,,-1,-0.5,negative,0,agree
безыскусность,,,,,1,1,1,0,negative,-0.74,positive,opinion,0.651,,,,0,conflict
безыскусный,,,,,1,1,1,0,negative,-0.84,positive,opinion,0.704,,,,0,conflict
безыскусственность,,,,,1,1,1,0,negative,-0.46,positive,opinion,0.597,,,,0,conflict
безыскусственный,,,,,1,1,1,0,neutral,-0.34,positive,opinion,0.655,,,,0,conflict
безысходно,1,,1,,1,1,1,1,negative,-0.98,negative,opinion,0.449,-1,-0.5,negative,1,agree
безысходность,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.497,-1,-0.5,negative,0,agree
безысходный,1,,1,,1,1,1,1,negative,-0.98,negative,opinion,0.449,-1,-0.5,negative,0,agree
бейдж,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бейджик,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бейсбол,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
бейсболист,,,,,1,0,0,0,neutral,0.12,,,,,,,0,unique
бейсболка,,,,,1,0,0,0,neutral,0.04,,,,,,,0,unique
бейсбольный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бекон,,,,,1,0,0,0,neutral,0.42,,,,,,,0,unique
беленький,,,,,1,0,1,0,neutral,0.16,,,0.626,,,,0,agree
трудоемкий,,,1,,1,1,1,1,neutral,0.25,negative,opinion,0.681,0,0,neutral,0,conflict
белеть,,,,,1,0,1,0,neutral,0,,,0.571,,,,0,agree
белиберда,1,,1,,1,1,1,0,negative,-0.9,negative,opinion,0.565,,,,0,conflict
белизна,,,,,1,0,1,0,neutral,0.29,,,0.603,,,,0,agree
белить,,,,,1,0,0,0,neutral,0.28,,,,,,,0,unique
беличий,,,,,1,0,0,0,neutral,0.21,,,,,,,0,unique
белковый,,,,,1,0,1,0,neutral,0.11,,,0.604,,,,0,agree
бело,,,,,1,0,1,0,neutral,0.26,,,0.587,,,,1,agree
белобородый,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
белобрысый,,,,,1,0,1,0,neutral,-0.14,,,0.6,,,,0,agree
беловатый,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
беловолосый,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
белогвардеец,,,,,1,0,0,1,neutral,0.19,,,,0,0,neutral,0,agree
белогвардейский,,,,,1,0,0,1,neutral,0.15,,,,0,0,neutral,0,agree
дебилизация,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
белоголовый,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
белогрудый,,,,,1,0,0,0,neutral,0.23,,,,,,,0,unique
белозубый,,,,,1,0,0,0,positive,0.72,,,,,,,0,unique
белокаменный,,,,,1,0,0,0,neutral,0.2,,,,,,,0,unique
белокочанный,,,,,1,0,0,0,neutral,0.15,,,,,,,0,unique
белокрылый,,,,,1,0,0,0,neutral,0.4,,,,,,,0,unique
белокурый,,,,,1,0,1,0,neutral,0.07,,,0.608,,,,0,agree
белолицый,,,,,1,0,0,0,neutral,0.11,,,,,,,0,unique
беломраморный,,,,,1,0,0,0,neutral,0.3,,,,,,,0,unique
белоручка,1,,1,,1,1,1,0,negative,-0.71,negative,opinion,0.617,,,,0,conflict
белоснежность,,1,,1,1,1,1,0,positive,0.71,positive,feeling,0.765,,,,0,agree
белоснежный,,1,,1,1,1,1,0,positive,0.63,positive,feeling,0.759,,,,0,agree
белоствольный,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
белохвостый,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
белочка,,,,,1,0,0,0,positive,0.68,,,,,,,0,unique
белуга,,,,,1,0,0,0,neutral,0.09,,,,,,,0,unique
белуха,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
белый,,,,,1,0,1,0,neutral,0.26,,,0.587,,,,0,agree
бельгиец,,,,,1,0,0,0,neutral,0.08,,,,,,,0,unique
бельгийка,,,,,1,0,0,0,neutral,0.14,,,,,,,0,unique
бельгийский,,,,,1,0,1,0,neutral,0.02,,,0.546,,,,0,agree
белье,,,,,1,0,1,0,neutral,0.04,,,0.677,,,,0,agree
бельевая,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бельишко,,,,,1,0,0,0,neutral,0.17,,,,,,,0,unique
дебильность,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бельчонок,,,,,1,0,0,0,positive,0.87,,,,,,,0,unique
беляш,,,,,1,0,0,0,positive,0.72,,,,,,,0,unique
бенгальский,,,,,1,0,0,0,neutral,0.24,,,,,,,0,unique
бенефициар,,,,,1,0,0,0,neutral,0.3,,,,,,,0,unique
бензин,,,,,1,0,1,0,neutral,0.02,,,0.65,,,,0,agree
бензиновый,,,,,1,0,1,0,neutral,0,,,0.568,,,,0,agree
бензобак,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бензовоз,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бензозаправка,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бензозаправочный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бензозаправщик,,,,,1,0,0,0,neutral,0.13,,,,,,,0,unique
бензоколонка,,,,,1,0,0,0,neutral,0.11,,,,,,,0,unique
бензол,,,,,1,0,0,0,neutral,-0.09,,,,,,,0,unique
бензонасос,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бензопила,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бензопровод,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бензохранилище,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
бергамот,,,,,1,0,0,0,neutral,0.37,,,,,,,0,unique
берег,,,,,1,0,1,0,neutral,0.1,,,0.676,,,,0,agree
береговой,,,,,1,0,1,0,neutral,0,,,0.534,,,,0,agree
дезинформатор,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бережение,,,,,1,0,0,0,positive,1,,,,,,,0,unique
береженый,,,,,1,0,0,0,positive,0.93,,,,,,,0,unique
бережливость,,1,,1,1,1,1,0,positive,0.89,positive,opinion,0.77,,,,0,agree
бережливый,,1,,1,1,1,1,1,positive,1,positive,opinion,0.827,1,0.5,positive,0,agree
бережно,,1,,1,1,1,1,1,positive,1,positive,opinion,0.863,1,0.5,positive,1,agree
бережность,,1,,1,1,1,1,0,positive,1,positive,opinion,0.821,,,,0,agree
бережный,,1,,1,1,1,1,1,positive,1,positive,opinion,0.863,1,0.5,positive,0,agree
бережок,,,,,1,0,0,0,neutral,0.47,,,,,,,0,unique
береза,,,,,1,0,1,0,neutral,0.46,,,0.585,,,,0,agree
березка,,,,,1,0,1,0,neutral,0.42,,,0.613,,,,0,agree
березовый,,,,,1,0,1,0,neutral,0.28,,,0.603,,,,0,agree
беременеть,,,,,1,0,0,0,neutral,0.41,,,,,,,0,unique
беременная,,,,,1,0,0,0,positive,0.71,,,,,,,0,unique
беременность,,,,,1,0,1,0,neutral,0.52,,,0.537,,,,0,agree
беременный,,,,,1,0,1,0,positive,0.62,,,0.46,,,,0,conflict
берестяной,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
берет,,,,,1,0,1,0,neutral,0.05,,,0.59,,,,0,agree
беретик,,,,,1,0,0,0,neutral,0.43,,,,,,,0,unique
беречь,,,,,1,0,1,0,positive,1,,,0.512,,,,0,conflict
беречься,,,,,1,0,1,0,positive,0.87,,,0.572,,,,0,conflict
бериллий,,,,,1,0,0,0,neutral,0.14,,,,,,,0,unique
беркут,,,,,1,0,0,0,neutral,0.01,,,,,,,0,unique
берлинец,,,,,1,0,0,0,neutral,0.04,,,,,,,0,unique
берлинский,,,,,1,0,1,1,neutral,0,,,0.617,0,0,neutral,0,agree
берлога,,,,,1,0,1,0,neutral,0.03,,,0.542,,,,0,agree
берцовый,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
бес,,,1,,1,0,1,0,negative,-1,,,0.426,,,,0,agree
беседа,,,,,1,0,1,0,neutral,0.47,,,0.703,,,,0,conflict
беседка,,,,,1,0,1,0,neutral,0.36,,,0.739,,,,0,conflict
беседовать,,,,,1,0,1,0,neutral,0.53,,,0.676,,,,0,agree
беседочный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
туманно,,,1,,1,1,1,1,neutral,0.07,negative,,0.57,0,0,neutral,1,conflict
бесить,,,1,,1,0,1,0,negative,-1,,,0.359,,,,0,agree
беситься,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.47,-1,-0.5,negative,0,agree
бесклассовый,,,,,1,0,0,0,neutral,-0.1,,,,,,,0,unique
бескозырка,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
бескомпромиссно,,,,,1,1,1,1,neutral,-0.16,positive,opinion,0.755,-1,-0.5,negative,1,conflict
бескомпромиссность,,,,,1,1,1,0,negative,-0.57,positive,opinion,0.76,,,,0,conflict
бескомпромиссный,,,,,1,1,1,1,negative,-0.35,positive,opinion,0.755,-1,-0.5,negative,0,conflict
бесконечно,,,,,1,0,1,1,neutral,0,,,0.558,0,0,neutral,1,agree
бесконечность,,,,,1,0,1,1,neutral,0,,,0.758,0,0,neutral,0,conflict
бесконечный,,,,,1,0,1,1,neutral,0,,,0.558,0,0,neutral,0,agree
бесконтактный,,,,,1,0,0,0,neutral,-0.16,,,,,,,0,unique
бесконтрольно,1,,1,,1,1,1,1,negative,-0.91,negative,opinion,0.459,-1,-0.5,negative,1,agree
бесконтрольность,1,,1,,1,1,1,0,negative,-0.9,negative,opinion,0.437,,,,0,agree
бесконтрольный,1,,1,,1,1,1,1,negative,-0.91,negative,opinion,0.459,-1,-0.5,negative,0,agree
бесконфликтность,,1,,1,1,1,1,0,positive,1,positive,,0.555,,,,0,conflict
бескорыстие,,1,,1,1,1,1,0,positive,1,positive,opinion,0.803,,,,0,agree
бескорыстно,,1,,1,1,1,1,1,positive,1,positive,opinion,0.826,1,0.5,positive,1,agree
бескорыстность,,1,,1,1,1,1,0,positive,1,positive,opinion,0.823,,,,0,agree
бескорыстный,,1,,1,1,1,1,1,positive,1,positive,opinion,0.826,1,0.5,positive,0,agree
бескостный,,,,,1,0,0,0,neutral,-0.25,,,,,,,0,unique
бескрайний,,,,,1,0,1,0,neutral,0.29,,,0.515,,,,0,agree
бескрайность,,,,,1,0,0,0,neutral,0.06,,,,,,,0,unique
бескрайный,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
бескризисный,,,,,1,0,0,0,positive,0.66,,,,,,,0,unique
бескровно,1,,1,,1,0,1,1,negative,-0.64,,,0.451,0,0,neutral,1,conflict
бескровный,1,,1,,1,0,1,1,negative,-0.64,,,0.451,0,0,neutral,0,conflict
бескрылый,,,,,1,0,0,0,neutral,-0.09,,,,,,,0,unique
бескультурье,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.574,,,,0,conflict
дезориентация,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
дезориентировать,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бесноваться,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.522,,,,0,conflict
деспотически,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
дефективность,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
дикарство,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
беспамятность,1,,1,,1,1,1,0,negative,-0.81,negative,opinion,0.509,,,,0,conflict
беспамятный,1,,1,,1,1,1,0,negative,-0.81,negative,,0.551,,,,0,conflict
беспамятство,1,,1,,1,1,1,0,negative,-0.75,negative,fact,0.435,,,,0,agree
беспардонно,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.531,,,,1,conflict
беспардонность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.588,,,,0,conflict
беспардонный,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.531,,,,0,conflict
диктаторски,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бесперебойно,,,,1,1,0,0,1,neutral,0.53,,,,1,0.5,positive,1,conflict
бесперебойность,,,,,1,0,0,0,positive,0.65,,,,,,,0,unique
бесперебойный,,,,1,1,0,0,1,neutral,0.53,,,,1,0.5,positive,0,conflict
бесперспективность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.52,,,,0,conflict
бесперспективный,1,,1,,1,1,1,1,negative,-0.89,negative,opinion,0.41,-1,-0.5,negative,0,agree
беспечальный,,,,,1,0,0,0,positive,0.69,,,,,,,0,unique
беспечно,1,,1,,1,1,1,1,neutral,-0.34,negative,opinion,0.358,0,0,neutral,1,conflict
беспечность,1,,1,,1,1,1,0,negative,-0.66,negative,opinion,0.471,,,,0,agree
беспечный,1,,1,,1,1,1,1,neutral,-0.34,negative,opinion,0.358,0,0,neutral,0,conflict
беспилотник,,,,,1,0,0,0,neutral,0.1,,,,,,,0,unique
беспилотный,,,,,1,0,0,1,neutral,0,,,,0,0,neutral,0,agree
бесписьменный,,,,,1,0,0,0,neutral,-0.09,,,,,,,0,unique
беспламенный,,,,,1,0,0,0,neutral,-0.31,,,,,,,0,unique
бесплатно,,1,,1,1,1,1,1,positive,0.86,positive,fact,0.715,0,0,neutral,1,conflict
бесплатность,,,,,1,0,0,0,positive,0.58,,,,,,,0,unique
бесплатный,,1,,1,1,1,1,1,positive,0.86,positive,fact,0.715,0,0,neutral,0,conflict
бесплодие,1,,1,,1,1,1,0,negative,-0.63,negative,fact,0.381,,,,0,agree
бесплодно,1,,1,,1,1,1,0,negative,-0.76,negative,opinion,0.375,,,,1,agree
бесплодность,1,,1,,1,1,1,0,negative,-0.87,negative,opinion,0.427,,,,0,agree
бесплодный,1,,1,,1,1,1,0,negative,-0.76,negative,opinion,0.375,,,,0,agree
бесплотность,,,,,1,0,0,0,neutral,-0.24,,,,,,,0,unique
бесплотный,,,,,1,0,1,0,neutral,-0.21,,,0.719,,,,0,conflict
бесповоротно,,,,,1,0,0,1,neutral,-0.29,,,,-1,-0.5,negative,1,conflict
дисгармония,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бесповоротный,,,,,1,0,0,1,neutral,-0.29,,,,-1,-0.5,negative,0,conflict
бесподобность,,1,,1,1,1,1,0,positive,1,positive,opinion,0.706,,,,0,agree
бесподобный,,1,,1,1,1,1,1,positive,1,positive,opinion,0.688,2,1,positive,0,conflict
беспокоить,1,,1,,1,1,1,0,negative,-0.91,negative,feeling,0.515,,,,0,conflict
беспокоиться,1,,1,,1,1,1,0,negative,-0.61,negative,feeling,0.582,,,,0,conflict
беспокойно,1,,1,,1,1,1,1,negative,-0.91,negative,feeling,0.367,-1,-0.5,negative,1,agree
беспокойность,1,,1,,1,1,1,0,negative,-1,negative,feeling,0.575,,,,0,conflict
беспокойный,1,,1,,1,1,1,1,negative,-0.91,negative,feeling,0.367,-1,-0.5,negative,0,agree
беспокойство,1,,1,,1,1,1,1,negative,-0.77,negative,feeling,0.534,-1,-0.5,negative,0,conflict
бесполезно,1,,1,,1,1,1,1,negative,-0.86,negative,opinion,0.427,-1,-0.5,negative,1,agree
бесполезность,1,,1,,1,1,1,1,negative,-0.96,negative,opinion,0.438,-1,-0.5,negative,0,agree
бесполезный,1,,1,,1,1,1,1,negative,-0.86,negative,opinion,0.427,-1,-0.5,negative,0,agree
бесполый,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
беспомощно,1,,1,,1,1,1,1,negative,-0.8,negative,opinion,0.339,-2,-1,negative,1,agree
беспомощность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.399,,,,0,agree
беспомощный,1,,1,,1,1,1,1,negative,-0.8,negative,opinion,0.339,-2,-1,negative,0,agree
дичать,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
беспорочно,,,,,1,0,0,0,positive,0.79,,,,,,,0,unique
беспорочность,,1,,1,1,1,1,0,positive,0.93,positive,opinion,0.686,,,,0,conflict
беспорочный,,1,,1,1,1,1,0,positive,0.83,positive,opinion,0.675,,,,0,conflict
беспорядок,1,,1,,1,1,1,1,negative,-0.87,negative,opinion,0.442,-1,-0.5,negative,0,agree
беспорядочно,1,,1,,1,1,1,1,negative,-0.73,negative,opinion,0.462,-1,-0.5,negative,1,agree
беспорядочность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.542,,,,0,conflict
беспорядочный,1,,1,,1,1,1,1,negative,-0.73,negative,opinion,0.462,-1,-0.5,negative,0,agree
беспосадочный,,,,,1,0,0,0,neutral,-0.2,,,,,,,0,unique
беспочвенность,1,,1,,1,1,1,0,negative,-0.46,negative,opinion,0.592,,,,0,conflict
беспочвенный,1,,1,,1,1,1,0,negative,-0.43,negative,opinion,0.579,,,,0,conflict
беспошлинный,,,,,1,0,0,0,neutral,0.51,,,,,,,0,unique
беспощадно,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.47,-1,-0.5,negative,1,agree
беспощадность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.544,,,,0,conflict
беспощадный,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.47,-1,-0.5,negative,0,agree
дичиться,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
бесправный,,,1,,1,0,0,1,negative,-0.9,,,,-1,-0.5,negative,0,agree
беспредел,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.321,-1,-0.5,negative,0,agree
туманный,,,1,,1,1,1,1,neutral,0.07,negative,,0.57,0,0,neutral,0,conflict
добаловаться,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
тускло,,,1,,1,1,1,1,negative,-0.53,negative,opinion,0.719,0,0,neutral,1,conflict
доиграться,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
беспредметность,,,,,1,0,0,0,neutral,-0.08,,,,,,,0,unique
беспредметный,,,,,1,0,0,0,neutral,-0.01,,,,,,,0,unique
беспрекословно,,,,,1,0,0,0,neutral,0.39,,,,,,,1,unique
беспрекословный,,,,,1,0,0,0,neutral,0.39,,,,,,,0,unique
беспременно,,,,,1,0,0,0,neutral,0.34,,,,,,,0,unique
беспрепятственно,,1,,1,1,1,1,0,neutral,0.47,positive,opinion,0.72,,,,1,conflict
беспрепятственность,,1,,1,1,1,1,0,neutral,0.54,positive,opinion,0.713,,,,0,conflict
беспрепятственный,,1,,1,1,1,1,0,neutral,0.47,positive,opinion,0.72,,,,0,conflict
тусклый,,,1,,1,1,1,1,negative,-0.53,negative,opinion,0.719,0,0,neutral,0,conflict
абракадабра,,,1,,1,1,1,0,neutral,-0.17,negative,opinion,0.623,,,,0,conflict
беспрестанно,,,,,1,0,0,1,neutral,0,,,,0,0,neutral,1,agree
беспрестанный,,,,,1,0,0,1,neutral,0,,,,0,0,neutral,0,agree
беспрецедентный,,,,,1,0,1,1,neutral,0.29,,,0.636,0,0,neutral,0,agree
беспривязный,,,,,1,0,0,0,neutral,-0.16,,,,,,,0,unique
доканывать,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
беспризорник,1,,1,,1,1,1,1,negative,-0.91,negative,opinion,0.482,-1,-0.5,negative,0,agree
беспризорница,1,,1,,1,1,1,0,negative,-0.87,negative,opinion,0.513,,,,0,conflict
беспризорность,1,,1,,1,1,1,0,negative,-0.9,negative,fact,0.44,,,,0,agree
доконать,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
беспримесный,,,,,1,0,0,0,neutral,0.24,,,,,,,0,unique
беспринципность,1,,1,,1,1,1,0,negative,-0.69,negative,opinion,0.546,,,,0,conflict
беспринципный,1,,1,,1,1,1,1,negative,-0.53,negative,opinion,0.59,0,0,neutral,0,conflict
беспристрастие,,1,,1,1,1,1,0,neutral,0.35,positive,opinion,0.714,,,,0,conflict
беспристрастно,,1,,1,1,1,1,1,neutral,0.21,positive,opinion,0.765,1,0.5,positive,1,conflict
беспристрастность,,1,,1,1,1,1,0,neutral,0.37,positive,opinion,0.748,,,,0,conflict
беспристрастный,,1,,1,1,1,1,1,neutral,0.21,positive,opinion,0.765,1,0.5,positive,0,conflict
беспричинно,,,,,1,0,0,0,neutral,-0.1,,,,,,,1,unique
беспричинность,,,,,1,0,0,0,neutral,-0.12,,,,,,,0,unique
беспричинный,,,,,1,0,0,0,neutral,-0.1,,,,,,,0,unique
домучиваться,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
допрыгаться,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
досадливо,,,1,,1,0,0,0,negative,-1,,,,,,,1,unique
досадливый,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
беспроволочный,,,,,1,0,0,0,neutral,0,,,,,,,0,unique
дохлятина,,,1,,1,0,0,0,negative,-1,,,,,,,0,unique
беспроигрышность,,1,,1,1,1,1,0,positive,1,positive,opinion,0.577,,,,0,conflict
беспроигрышный,,1,,1,1,1,1,1,positive,0.96,positive,opinion,0.56,1,0.5,positive,0,conflict
беспросветно,1,,1,,1,1,1,1,negative,-0.89,negative,opinion,0.39,-2,-1,negative,1,agree
беспросветность,1,,1,,1,1,1,0,negative,-0.9,negative,opinion,0.431,,,,0,agree
беспросветный,1,,1,,1,1,1,1,negative,-0.89,negative,opinion,0.39,-2,-1,negative,0,agree
беспроцентный,,,,,1,0,0,0,neutral,0.27,,,,,,,0,unique
беспутник,1,,1,,1,1,1,0,negative,-0.9,negative,opinion,0.63,,,,0,conflict
беспутничать,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.489,,,,0,agree
беспутный,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.64,-1,-0.5,negative,0,conflict
бессвязно,1,,1,,1,1,1,0,negative,-0.62,negative,opinion,0.639,,,,1,conflict
бессвязность,1,,1,,1,1,1,0,negative,-0.65,negative,opinion,0.648,,,,0,conflict
бессвязный,1,,1,,1,1,1,0,negative,-0.62,negative,opinion,0.639,,,,0,conflict
авантюристический,,,1,,1,1,1,0,neutral,0.38,negative,opinion,0.533,,,,0,conflict
бессердечность,1,,1,,1,1,1,0,negative,-1,negative,opinion,0.526,,,,0,conflict
бессердечный,1,,1,,1,1,1,1,negative,-1,negative,opinion,0.775,-1,-0.5,negative,0,conflict
